date_pacific_tz,beer_name,beer_style,brewery_name,brewery_place,brewery_type,rating,beer_avg_rating,brewery_avg_rating,beer_abv,beer_ibu,beer_total_checkins,brewery_total_checkins,venue_name,venue_type,venue_place,venue_lat,venue_lon,venue_total_checkins,checkin_id,beer_url,brewery_url,venue_url
2016-06-11 23:14:09-07:00,Liberty Ale,IPA - American,Anchor Brewing Company,"San Francisco, CA United States",Micro Brewery,4.0,3.49,3.5,5.9,47.0,88113.0,965063.0,Chateau Szibbo,Home (private),"Berkeley, CA",37.8665,-122.282,18.0,322871654,https://untappd.com/b/anchor-brewing-company-liberty-ale/5173,https://untappd.com/w/anchor-brewing-company/3891,https://untappd.com/v/chateau-szibbo/2699353
2016-06-11 22:46:58-07:00,Anchor IPA,IPA - American,Anchor Brewing Company,"San Francisco, CA United States",Micro Brewery,3.75,3.48,3.5,6.5,65.0,84691.0,965063.0,Chateau Szibbo,Home (private),"Berkeley, CA",37.8665,-122.282,18.0,322868109,https://untappd.com/b/anchor-brewing-company-anchor-ipa/517772,https://untappd.com/w/anchor-brewing-company/3891,https://untappd.com/v/chateau-szibbo/2699353
2016-06-11 21:06:04-07:00,Apocalypse IPA,IPA - American,10 Barrel Brewing Co.,"Bend, OR United States",Micro Brewery,4.0,3.78,3.67,6.8,70.0,64788.0,263867.0,Chateau Szibbo,Home (private),"Berkeley, CA",37.8665,-122.282,18.0,322842097,https://untappd.com/b/10-barrel-brewing-co-apocalypse-ipa/12786,https://untappd.com/w/10-barrel-brewing-co/3436,https://untappd.com/v/chateau-szibbo/2699353
2016-06-11 21:03:12-07:00,Angel City IPA,IPA - American,Angel City Brewery,"Los Angeles, CA United States",Micro Brewery,3.5,3.56,3.47,6.1,65.0,23927.0,70098.0,Chateau Szibbo,Home (private),"Berkeley, CA",37.8665,-122.282,18.0,322841026,https://untappd.com/b/angel-city-brewery-angel-city-ipa/176962,https://untappd.com/w/angel-city-brewery/4406,https://untappd.com/v/chateau-szibbo/2699353
2016-06-11 17:21:37-07:00,Apocalypse IPA,IPA - American,10 Barrel Brewing Co.,"Bend, OR United States",Micro Brewery,4.0,3.78,3.67,6.8,70.0,64788.0,263867.0,Chateau Szibbo,Home (private),"Berkeley, CA",37.8665,-122.282,18.0,322684843,https://untappd.com/b/10-barrel-brewing-co-apocalypse-ipa/12786,https://untappd.com/w/10-barrel-brewing-co/3436,https://untappd.com/v/chateau-szibbo/2699353
2016-06-09 20:43:09-07:00,Angel City IPA,IPA - American,Angel City Brewery,"Los Angeles, CA United States",Micro Brewery,3.5,3.56,3.47,6.1,65.0,23927.0,70098.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,131.0,321628572,https://untappd.com/b/angel-city-brewery-angel-city-ipa/176962,https://untappd.com/w/angel-city-brewery/4406,https://untappd.com/v/boeing-manor/509841
2016-06-08 01:45:36-07:00,Cascade Premium Light,Lager - Pale,Cascade Brewery Co. (Australia),"South Hobart, Tas. Australia",Macro Brewery,2.0,2.32,2.93,2.6,,2429.0,12274.0,Golden Monkey,"Lounge, Cocktail Bar, Bar","389 Lonsdale St. Melbourne, VIC",-37.8129,144.961,12.0,321044810,https://untappd.com/b/cascade-brewery-co-australia-cascade-premium-light/9534,https://untappd.com/w/cascade-brewery-co-australia/2671,https://untappd.com/v/golden-monkey/1201269
2016-06-07 22:39:59-07:00,Naked Lager,Lager - Helles,Naked For Satan,Australia,Nano Brewery,3.75,3.49,3.25,4.2,,27.0,95.0,Naked For Satan,"Bar, Tapas Restaurant, Lounge","285 Brunswick St. Melbourne, VIC",-37.7988,144.978,773.0,321038174,https://untappd.com/b/naked-for-satan-naked-lager/1318125,https://untappd.com/w/naked-for-satan/83569,https://untappd.com/v/naked-for-satan/86227
2016-06-07 21:25:57-07:00,Golden Ale,Golden Ale,Venom Brewing,Australia,Micro Brewery,3.25,3.57,3.61,4.8,32.0,730.0,844.0,Town Hall Hotel,"Pub, Hotel Bar, Restaurant","166 Johnston St. Fitzroy, VIC",-37.7986,144.981,133.0,321031246,https://untappd.com/b/venom-brewing-golden-ale/1190495,https://untappd.com/w/venom-brewing/219040,https://untappd.com/v/town-hall-hotel/52668
2016-06-07 20:37:02-07:00,Fat Yak,Pale Ale - American,Matilda Bay Brewing Company,"Port Melbourne, Vic. Australia",Micro Brewery,4.0,3.39,3.23,4.7,25.0,24226.0,62434.0,Bowl Bowl,Dumpling Restaurant,"88 Smith St Fitzroy, VIC",-37.8056,144.983,2.0,321022902,https://untappd.com/b/matilda-bay-brewing-company-fat-yak/7423,https://untappd.com/w/matilda-bay-brewing-company/835,https://untappd.com/v/bowl-bowl/4803853
2016-06-07 02:49:24-07:00,Pale Ale,Pale Ale - American,Kosciuszko Brewing Company (Lion Nathan),"Jindabyne, NSW Australia",Micro Brewery,4.0,3.38,3.39,4.5,,6612.0,6744.0,Nieuw Amsterdam,"New American Restaurant, BBQ Joint, Cocktail Bar","106-112 Hardware St Melbourne, VIC",-37.8121,144.961,608.0,320794253,https://untappd.com/b/kosciuszko-brewing-company-lion-nathan-pale-ale/12351,https://untappd.com/w/kosciuszko-brewing-company-lion-nathan/3337,https://untappd.com/v/nieuw-amsterdam/1295885
2016-06-05 02:41:25-07:00,Pale Ale,Pale Ale - American,Little Creatures Brewing,"Fremantle, W.A. Australia",Micro Brewery,3.75,3.64,3.55,5.2,40.0,31649.0,78964.0,Great Ocean Road Resort,Resort,"105 Great Ocean Road Anglesea, VIC",-38.4077,144.186,2.0,320148611,https://untappd.com/b/little-creatures-brewing-pale-ale/8261,https://untappd.com/w/little-creatures-brewing/2560,https://untappd.com/v/great-ocean-road-resort/3773182
2016-06-03 15:22:43-07:00,Super Crisp Lager,Lager - North American Adjunct,Great Northern Brewing Co. (CUB),"Abbotsfort, Vic. Australia",Macro Brewery,4.0,2.57,2.6,4.2,,3998.0,4405.0,,,,,,,319122829,https://untappd.com/b/great-northern-brewing-co-cub-super-crisp-lager/230949,https://untappd.com/w/great-northern-brewing-co-cub/40002,
2016-06-01 05:00:48-07:00,American Pale Ale,Pale Ale - American,Batch Brewing Company,"Marrickville, New South Wales Australia",Micro Brewery,4.0,3.69,3.66,5.2,,1972.0,17070.0,Trinity Bar,"Pub, Bar, Wine Bar","505 Crown St. Surry Hills, NSW",-33.8886,151.213,1460.0,318334911,https://untappd.com/b/batch-brewing-company-american-pale-ale/535499,https://untappd.com/w/batch-brewing-company/97260,https://untappd.com/v/trinity-bar/41107
2016-06-01 04:11:27-07:00,IPA,IPA - American,McLaren Vale Orchards,Australia,Micro Brewery,3.0,3.7,3.5,5.5,,32.0,82.0,Trinity Bar,"Pub, Bar, Wine Bar","505 Crown St. Surry Hills, NSW",-33.8886,151.213,1460.0,318333015,https://untappd.com/b/mclaren-vale-orchards-ipa/1268726,https://untappd.com/w/mclaren-vale-orchards/103625,https://untappd.com/v/trinity-bar/41107
2016-06-01 03:18:52-07:00,Pale Ale,Pale Ale - American,Moo Brew,"Berriedale, Tas. Australia",Micro Brewery,4.0,3.56,3.63,4.9,,2693.0,14485.0,Shady Pines Saloon,Bar,"256 Crown St. Darlinghurst, NSW",-33.8789,151.215,789.0,318331174,https://untappd.com/b/moo-brew-pale-ale/15364,https://untappd.com/w/moo-brew/4806,https://untappd.com/v/shady-pines-saloon/28999
2016-06-01 01:55:23-07:00,Pacific Ale,Pale Ale - Australian,Stone & Wood,"Byron Bay, NSW Australia",Micro Brewery,4.5,3.75,3.64,4.4,,24976.0,44200.0,Bar Luca,"Bar, Italian Restaurant","52 Philip Street Sydney, NSW",-33.8642,151.212,126.0,318328982,https://untappd.com/b/stone-and-wood-pacific-ale/626326,https://untappd.com/w/stone-wood/2555,https://untappd.com/v/bar-luca/89621
2016-06-01 01:22:18-07:00,Pacific Ale,Pale Ale - Australian,Stone & Wood,"Byron Bay, NSW Australia",Micro Brewery,4.5,3.75,3.64,4.4,,24976.0,44200.0,Bar Luca,"Bar, Italian Restaurant","52 Philip Street Sydney, NSW",-33.8642,151.212,126.0,318328218,https://untappd.com/b/stone-and-wood-pacific-ale/626326,https://untappd.com/w/stone-wood/2555,https://untappd.com/v/bar-luca/89621
2016-05-30 19:09:59-07:00,Three Sheets,Pale Ale - Australian,The Lord Nelson Brewery Hotel,"Sydney, N.S.W. Australia",Micro Brewery,4.25,3.64,3.56,4.9,27.0,7572.0,15776.0,,,,,,,318063660,https://untappd.com/b/the-lord-nelson-brewery-hotel-three-sheets/14862,https://untappd.com/w/the-lord-nelson-brewery-hotel/2748,
2016-05-30 03:13:54-07:00,James Squire One Fifty Lashes Pale Ale,Pale Ale - Australian,Malt Shovel Brewery (James Squire),"Camperdown, N.S.W. Australia",Macro Brewery,3.75,3.39,3.35,4.2,,24532.0,86737.0,Riley St Garage,"American Restaurant, Cocktail Bar","55 Riley St. Woolloomooloo, NSW",-33.8737,151.215,23.0,317746332,https://untappd.com/b/malt-shovel-brewery-james-squire-james-squire-one-fifty-lashes-pale-ale/55904,https://untappd.com/w/malt-shovel-brewery-james-squire/820,https://untappd.com/v/riley-st-garage/1176363
2016-05-29 23:58:27-07:00,Great Western Golden Ale,Golden Ale,Katoomba Brewing Company,"Katoomba, NSW Australia",Micro Brewery,3.75,3.55,3.56,4.2,23.0,52.0,134.0,Old City Bank Bar and Brasserie,"Pub, Hotel","15-47 Katoomba St. Katoomba, NSW",-33.7128,150.312,246.0,317740347,https://untappd.com/b/katoomba-brewing-company-great-western-golden-ale/1390377,https://untappd.com/w/katoomba-brewing-company/243819,https://untappd.com/v/old-city-bank-bar-and-brasserie/74090
2016-05-29 23:24:33-07:00,American Pale Ale,Pale Ale - American,Katoomba Brewing Company,"Katoomba, NSW Australia",Micro Brewery,4.25,3.56,3.56,5.2,32.0,82.0,134.0,Old City Bank Bar and Brasserie,"Pub, Hotel","15-47 Katoomba St. Katoomba, NSW",-33.7128,150.312,246.0,317738352,https://untappd.com/b/katoomba-brewing-company-american-pale-ale/1367305,https://untappd.com/w/katoomba-brewing-company/243819,https://untappd.com/v/old-city-bank-bar-and-brasserie/74090
2016-05-29 01:50:08-07:00,Conviction Series: IPA,IPA - American,Rocks Brewing Co,"Alexandria, N.S.W. Australia",Micro Brewery,3.0,3.75,3.52,7.0,70.0,1728.0,18533.0,Harts Pub,"Pub, Restaurant","176 Cumberland St. Sydney, NSW",-33.8617,151.206,10339.0,317203182,https://untappd.com/b/rocks-brewing-co-conviction-series-ipa/457324,https://untappd.com/w/rocks-brewing-co/3242,https://untappd.com/v/harts-pub/5281
2016-05-29 00:55:13-07:00,The Governor,Golden Ale,Rocks Brewing Co,"Alexandria, N.S.W. Australia",Micro Brewery,3.5,3.41,3.52,4.5,25.0,2012.0,18533.0,Harts Pub,"Pub, Restaurant","176 Cumberland St. Sydney, NSW",-33.8617,151.206,10339.0,317200459,https://untappd.com/b/rocks-brewing-co-the-governor/31737,https://untappd.com/w/rocks-brewing-co/3242,https://untappd.com/v/harts-pub/5281
2016-05-28 19:20:42-07:00,Dr Tim's Traditional Ale,Pale Ale - Australian,Coopers Brewery,"Regency Park, S.A. Australia",Micro Brewery,2.0,2.86,3.27,4.5,,728.0,115038.0,Bondi Icebergs,"Pool, Pub","1 Notts Ave. Bondi Beach, NSW",-33.8951,151.274,125.0,317105733,https://untappd.com/b/coopers-brewery-dr-tim-s-traditional-ale/6097,https://untappd.com/w/coopers-brewery/397,https://untappd.com/v/bondi-icebergs/189676
2016-05-28 19:19:59-07:00,Premium Lager,Lager - Pale,Coopers Brewery,"Regency Park, S.A. Australia",Micro Brewery,1.75,2.79,3.27,4.8,,1833.0,115038.0,Bondi Icebergs,"Pool, Pub","1 Notts Ave. Bondi Beach, NSW",-33.8951,151.274,125.0,317105215,https://untappd.com/b/coopers-brewery-premium-lager/4929,https://untappd.com/w/coopers-brewery/397,https://untappd.com/v/bondi-icebergs/189676
2016-05-27 22:15:39-07:00,Quayle Ale,Pale Wheat Ale - American,The Lord Nelson Brewery Hotel,"Sydney, N.S.W. Australia",Micro Brewery,4.0,3.24,3.56,4.4,18.0,963.0,15776.0,Lord Nelson Brewery Hotel,"Brewery, Pub, Hotel","19 Kent St. Millers Point, NSW",-33.8585,151.204,3916.0,316480031,https://untappd.com/b/the-lord-nelson-brewery-hotel-quayle-ale/73924,https://untappd.com/w/the-lord-nelson-brewery-hotel/2748,https://untappd.com/v/lord-nelson-brewery-hotel/26838
2016-05-27 19:48:12-07:00,The Toffee Yank,Red Ale - American Amber / Red,Redoak Boutique Beer Cafe,"Sydney, N.S.W. Australia",Micro Brewery,4.25,3.53,3.46,5.5,,38.0,7000.0,Redoak Boutique Beer Cafe,"Beer Garden, Brewery, Bar","201 Clarence St. Sydney, NSW",-33.8698,151.205,3918.0,316416939,https://untappd.com/b/redoak-boutique-beer-cafe-the-toffee-yank/1531206,https://untappd.com/w/redoak-boutique-beer-cafe/2556,https://untappd.com/v/redoak-boutique-beer-cafe/5206
2016-05-27 19:47:43-07:00,Pommy Bitter,English Bitter,Redoak Boutique Beer Cafe,"Sydney, N.S.W. Australia",Micro Brewery,3.25,3.55,3.46,3.5,,194.0,7000.0,Redoak Boutique Beer Cafe,"Beer Garden, Brewery, Bar","201 Clarence St. Sydney, NSW",-33.8698,151.205,3918.0,316416634,https://untappd.com/b/redoak-boutique-beer-cafe-pommy-bitter/815098,https://untappd.com/w/redoak-boutique-beer-cafe/2556,https://untappd.com/v/redoak-boutique-beer-cafe/5206
2016-05-27 19:35:55-07:00,Organic Pale Ale,Pale Ale - English,Redoak Boutique Beer Cafe,"Sydney, N.S.W. Australia",Micro Brewery,3.75,3.34,3.46,4.5,,1326.0,7000.0,Redoak Boutique Beer Cafe,"Beer Garden, Brewery, Bar","201 Clarence St. Sydney, NSW",-33.8698,151.205,3918.0,316408667,https://untappd.com/b/redoak-boutique-beer-cafe-organic-pale-ale/13188,https://untappd.com/w/redoak-boutique-beer-cafe/2556,https://untappd.com/v/redoak-boutique-beer-cafe/5206
2016-05-27 19:23:36-07:00,All Day Breakfast,Lager - Pale,Redoak Boutique Beer Cafe,"Sydney, N.S.W. Australia",Micro Brewery,4.0,3.54,3.46,5.3,,156.0,7000.0,Redoak Boutique Beer Cafe,"Beer Garden, Brewery, Bar","201 Clarence St. Sydney, NSW",-33.8698,151.205,3918.0,316399999,https://untappd.com/b/redoak-boutique-beer-cafe-all-day-breakfast/414069,https://untappd.com/w/redoak-boutique-beer-cafe/2556,https://untappd.com/v/redoak-boutique-beer-cafe/5206
2016-05-27 19:21:54-07:00,Honey Ale,Pale Ale - English,Redoak Boutique Beer Cafe,"Sydney, N.S.W. Australia",Micro Brewery,4.25,3.35,3.46,4.9,,331.0,7000.0,Redoak Boutique Beer Cafe,"Beer Garden, Brewery, Bar","201 Clarence St. Sydney, NSW",-33.8698,151.205,3918.0,316398691,https://untappd.com/b/redoak-boutique-beer-cafe-honey-ale/87071,https://untappd.com/w/redoak-boutique-beer-cafe/2556,https://untappd.com/v/redoak-boutique-beer-cafe/5206
2016-05-26 14:44:08-07:00,Hop Session IPA,IPA - American,Dru Bru,"Snoqualmie Pass, WA United States",Micro Brewery,4.25,3.63,3.6,4.7,56.0,954.0,5798.0,Ballard Beer Company,Beer Garden,"2050 NW Market St Seattle, WA",47.6689,-122.384,5785.0,315740349,https://untappd.com/b/dru-bru-hop-session-ipa/919017,https://untappd.com/w/dru-bru/16279,https://untappd.com/v/ballard-beer-company/1830473
2016-05-23 19:19:01-07:00,Hop Shovel™,IPA - American,Bear Republic Brewing Co.,"Healdsburg, CA United States",Micro Brewery,4.5,3.91,3.83,7.5,100.0,9375.0,627178.0,Lanesplitter Pizza & Pub,Pizza Place,"2033 San Pablo Ave Berkeley, CA",37.8687,-122.292,866.0,315057576,https://untappd.com/b/bear-republic-brewing-co-hop-shovel-tm/782164,https://untappd.com/w/bear-republic-brewing-co/94,https://untappd.com/v/lanesplitter-pizza-and-pub/17411
2016-05-23 19:05:58-07:00,Hop Shovel™,IPA - American,Bear Republic Brewing Co.,"Healdsburg, CA United States",Micro Brewery,4.5,3.91,3.83,7.5,100.0,9375.0,627178.0,Lanesplitter Pizza & Pub,Pizza Place,"2033 San Pablo Ave Berkeley, CA",37.8687,-122.292,866.0,315053226,https://untappd.com/b/bear-republic-brewing-co-hop-shovel-tm/782164,https://untappd.com/w/bear-republic-brewing-co/94,https://untappd.com/v/lanesplitter-pizza-and-pub/17411
2016-05-14 18:16:59-07:00,Racer 5 IPA®,IPA - American,Bear Republic Brewing Co.,"Healdsburg, CA United States",Micro Brewery,4.0,3.88,3.83,7.5,75.0,259767.0,627178.0,Chateau Szibbo,Home (private),"Berkeley, CA",37.8665,-122.282,18.0,311452982,https://untappd.com/b/bear-republic-brewing-co-racer-5-ipa-r/1553,https://untappd.com/w/bear-republic-brewing-co/94,https://untappd.com/v/chateau-szibbo/2699353
2016-05-14 18:16:52-07:00,Boatswain American IPA,IPA - American,Rhinelander Brewing Company,"Rhinelander, WI United States",Micro Brewery,2.75,2.96,3.07,6.7,79.0,9640.0,87637.0,Chateau Szibbo,Home (private),"Berkeley, CA",37.8665,-122.282,18.0,311452663,https://untappd.com/b/rhinelander-brewing-company-boatswain-american-ipa/107333,https://untappd.com/w/rhinelander-brewing-company/7601,https://untappd.com/v/chateau-szibbo/2699353
2016-05-14 15:24:38-07:00,Jever Pilsener,Pilsner - German,Friesisches Brauhaus zu Jever,Germany,Macro Brewery,4.0,3.17,3.12,4.9,33.0,35346.0,37850.0,Chateau Szibbo,Home (private),"Berkeley, CA",37.8665,-122.282,18.0,311286468,https://untappd.com/b/friesisches-brauhaus-zu-jever-jever-pilsener/5325,https://untappd.com/w/friesisches-brauhaus-zu-jever/124865,https://untappd.com/v/chateau-szibbo/2699353
2016-05-13 20:48:17-07:00,Kent Lake Kölsch,Kölsch,Iron Springs Pub & Brewery,"Fairfax, CA United States",Micro Brewery,3.75,3.46,3.67,4.0,,1259.0,18979.0,Free House,Beer Garden,"2700 Bancroft Way Berkeley, CA",37.8691,-122.254,2310.0,310813033,https://untappd.com/b/iron-springs-pub-and-brewery-kent-lake-kolsch/280,https://untappd.com/w/iron-springs-pub-brewery/701,https://untappd.com/v/free-house/173796
2016-05-07 23:06:26-07:00,Not Your Father's Ginger Ale,Ginger Beer,Small Town Brewery,"Wauconda, IL United States",Micro Brewery,4.0,3.3,3.95,5.9,9.0,50971.0,407398.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,131.0,308926132,https://untappd.com/b/small-town-brewery-not-your-father-s-ginger-ale/1297475,https://untappd.com/w/small-town-brewery/20144,https://untappd.com/v/boeing-manor/509841
2016-05-07 20:04:32-07:00,Hofbräu Original,Lager - Helles,Staatliches Hofbräuhaus München,Germany,Micro Brewery,5.0,3.54,3.61,5.1,,94161.0,341910.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,131.0,308871554,https://untappd.com/b/staatliches-hofbrauhaus-munchen-hofbrau-original/38001,https://untappd.com/w/staatliches-hofbra-uhaus-ma-1-4-nchen/5566,https://untappd.com/v/boeing-manor/509841
2016-05-07 20:03:53-07:00,Porter,Porter - American,Kennebunkport Brewing Co.,"Kennebunk, ME United States",Brew Pub,2.5,3.18,3.21,5.6,,7473.0,42336.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,131.0,308871168,https://untappd.com/b/kennebunkport-brewing-co-porter/73735,https://untappd.com/w/kennebunkport-brewing-co/3002,https://untappd.com/v/boeing-manor/509841
2016-05-07 20:03:36-07:00,Blood Orange Gose,Gose,Anderson Valley Brewing Company,"Boonville, CA United States",Micro Brewery,3.5,3.74,3.65,4.2,,121044.0,962031.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,131.0,308870919,https://untappd.com/b/anderson-valley-brewing-company-blood-orange-gose/791939,https://untappd.com/w/anderson-valley-brewing-company/3880,https://untappd.com/v/boeing-manor/509841
2016-05-03 13:51:24-07:00,WiseGuy,Pilsner - German,SanTan Brewing Company,"Chandler, AZ United States",Micro Brewery,4.0,3.41,3.57,4.7,30.0,157.0,168022.0,SanTan Brewing Company,"Brewery, American Restaurant, Bar","8 S San Marcos Pl Chandler, AZ",33.303,-111.842,21798.0,306949859,https://untappd.com/b/santan-brewing-company-wiseguy/1429880,https://untappd.com/w/santan-brewing-company/2512,https://untappd.com/v/santan-brewing-company/4199
2016-05-03 12:38:21-07:00,Rye So Mad Bro?,Rye Beer / Rye IPA,The Perch Pub & Brewery,"Chandler, AZ United States",Brew Pub,3.25,3.83,3.63,7.0,59.0,325.0,13142.0,The Perch Pub & Brewery,"Brewery, Pub","232 S Wall St Chandler, AZ",33.3001,-111.842,14297.0,306933072,https://untappd.com/b/the-perch-pub-and-brewery-rye-so-mad-bro/1204156,https://untappd.com/w/the-perch-pub-brewery/137481,https://untappd.com/v/the-perch-pub-and-brewery/1143198
2016-05-03 11:46:48-07:00,Wrenovation,IPA - American,Wren House Brewing Company,"Phoenix, AZ United States",Micro Brewery,3.0,3.93,3.81,7.5,80.0,538.0,9616.0,The Perch Pub & Brewery,"Brewery, Pub","232 S Wall St Chandler, AZ",33.3001,-111.842,14297.0,306922275,https://untappd.com/b/wren-house-brewing-company-wrenovation/1403623,https://untappd.com/w/wren-house-brewing-company/209190,https://untappd.com/v/the-perch-pub-and-brewery/1143198
2016-05-02 20:17:30-07:00,Gumleaf Schooner,Pale Ale - Australian,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,4.5,3.74,3.65,5.7,35.0,328.0,213277.0,Four Peaks Brewing Company,"Brewery, Bar, American Restaurant","1340 E 8th St Tempe, AZ",33.4195,-111.916,29527.0,306856615,https://untappd.com/b/four-peaks-brewing-company-gumleaf-schooner/1458372,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/four-peaks-brewing-company/2321
2016-05-02 19:23:14-07:00,Short Hop,IPA - Session / India Session Ale,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,4.5,3.58,3.65,5.2,,4279.0,213277.0,Four Peaks Brewing Company,"Brewery, Bar, American Restaurant","1340 E 8th St Tempe, AZ",33.4195,-111.916,29527.0,306843884,https://untappd.com/b/four-peaks-brewing-company-short-hop/370018,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/four-peaks-brewing-company/2321
2016-05-02 15:39:49-07:00,IPA,IPA - American,Lagunitas Brewing Company,"Petaluma, CA United States",Micro Brewery,4.0,3.81,3.86,6.2,46.0,783399.0,3980000.0,Cave of the Boeing Patriarch,Home (private),"Chandler, AZ",33.311,-111.899,64.0,306764179,https://untappd.com/b/lagunitas-brewing-company-ipa/4509,https://untappd.com/w/lagunitas-brewing-company/765,https://untappd.com/v/cave-boeing-patriarch/646754
2016-05-02 15:39:13-07:00,Hop Nosh,IPA - American,Uinta Brewing Company,"Salt Lake City, UT United States",Micro Brewery,3.5,3.76,3.65,7.3,82.0,205366.0,824934.0,Cave of the Boeing Patriarch,Home (private),"Chandler, AZ",33.311,-111.899,64.0,306763969,https://untappd.com/b/uinta-brewing-company-hop-nosh/555987,https://untappd.com/w/uinta-brewing-company/1304,https://untappd.com/v/cave-boeing-patriarch/646754
2016-05-01 19:05:37-07:00,Hop Knot,IPA - American,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,5.0,3.76,3.65,6.8,47.0,39524.0,213277.0,Rosemary's Friendly Tavern,Home (private),"Tempe, AZ",33.375,-111.899,29.0,306615982,https://untappd.com/b/four-peaks-brewing-company-hop-knot/4057,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/rosemarys-friendly-tavern/520577
2016-05-01 16:40:46-07:00,Hop Knot,IPA - American,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,5.0,3.76,3.65,6.8,47.0,39524.0,213277.0,Rosemary's Friendly Tavern,Home (private),"Tempe, AZ",33.375,-111.899,29.0,306550443,https://untappd.com/b/four-peaks-brewing-company-hop-knot/4057,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/rosemarys-friendly-tavern/520577
2016-05-01 16:39:45-07:00,8th Street Pale Ale,Pale Ale - English,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,4.0,3.48,3.65,4.9,21.0,16439.0,213277.0,Rosemary's Friendly Tavern,Home (private),"Tempe, AZ",33.375,-111.899,29.0,306549992,https://untappd.com/b/four-peaks-brewing-company-8th-street-pale-ale/4053,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/rosemarys-friendly-tavern/520577
2016-05-01 13:51:37-07:00,Miller Genuine Draft,Lager - North American Adjunct,Miller Brewing Company,"Milwaukee, WI United States",Macro Brewery,1.5,2.42,2.37,4.66,,128642.0,1700000.0,Rosemary's Friendly Tavern,Home (private),"Tempe, AZ",33.375,-111.899,29.0,306456229,https://untappd.com/b/miller-brewing-company-miller-genuine-draft/3779,https://untappd.com/w/miller-brewing-company/863,https://untappd.com/v/rosemarys-friendly-tavern/520577
2016-04-30 21:14:10-07:00,Birthday Suit,IPA - American,Goldwater Brewing Co.,"Scottsdale, AZ United States",Micro Brewery,3.5,3.85,3.72,7.6,92.0,729.0,6250.0,Goldwater Brewing Company,"Pub, Brewery","3608 N. Scottsdale Rd. Scottsdale, AZ",33.4898,-111.926,4369.0,306202998,https://untappd.com/b/goldwater-brewing-co-birthday-suit/1286586,https://untappd.com/w/goldwater-brewing-co/201471,https://untappd.com/v/goldwater-brewing-company/2860999
2016-04-30 19:38:12-07:00,American Hero Pale Ale,Pale Ale - American,Freak'N Brewing Company,"Peoria, AZ United States",Micro Brewery,3.25,3.4,3.54,4.7,35.0,243.0,4885.0,Brat Haüs,"German Restaurant, Beer Garden","3622 N Scottsdale Rd Scottsdale, AZ",33.4901,-111.926,5399.0,306153377,https://untappd.com/b/freak-n-brewing-company-american-hero-pale-ale/1151339,https://untappd.com/w/freakn-brewing-company/55394,https://untappd.com/v/brat-haus/300756
2016-04-30 18:53:15-07:00,Sucaba,Barleywine - American,Firestone Walker Brewing Company,"Paso Robles, CA United States",Micro Brewery,3.75,4.37,3.98,13.5,42.0,21393.0,1890000.0,,,,,,,306120243,https://untappd.com/b/firestone-walker-brewing-company-sucaba/23271,https://untappd.com/w/firestone-walker-brewing-company/524,
2016-04-30 16:31:14-07:00,Coors Original,Lager - North American Adjunct,Coors Brewing Company,"Golden, CO United States",Macro Brewery,2.0,2.65,2.62,5.0,,189514.0,1550000.0,,,,,,,305990953,https://untappd.com/b/coors-brewing-company-coors-original/3833,https://untappd.com/w/coors-brewing-company/399,
2016-04-30 15:32:25-07:00,Snow Roller,Brown Ale - American,Magic Hat Brewing Company,"South Burlington, VT United States",Micro Brewery,2.5,3.33,3.4,6.2,40.0,58041.0,1250000.0,Camelback East Neighborhood,Neighborhood,"Phoenix, AZ",33.5094,-112.031,242.0,305934567,https://untappd.com/b/magic-hat-brewing-company-snow-roller/781121,https://untappd.com/w/magic-hat-brewing-company/812,https://untappd.com/v/camelback-east-neighborhood/2073353
2016-04-30 14:16:03-07:00,Bitter Recognize,Extra Special / Strong Bitter,Arizona Wilderness Brewing Co.,"Gilbert, AZ United States",Micro Brewery,3.5,3.83,3.85,6.7,46.0,1196.0,82770.0,O.H.S.O. Eatery + nanoBrewery,"Brewery, New American Restaurant, Beer Garden","4900 E Indian School Rd Phoenix, AZ",33.4952,-111.976,23654.0,305859860,https://untappd.com/b/arizona-wilderness-brewing-co-bitter-recognize/885895,https://untappd.com/w/arizona-wilderness-brewing-co/17411,https://untappd.com/v/ohso-eatery-nanobrewery/124173
