date_pacific_tz,beer_name,beer_style,brewery_name,brewery_place,brewery_type,rating,beer_avg_rating,brewery_avg_rating,beer_abv,beer_ibu,beer_total_checkins,brewery_total_checkins,venue_name,venue_type,venue_place,venue_lat,venue_lon,venue_total_checkins,checkin_id,beer_url,brewery_url,venue_url,brewery_lat,brewery_lon,venue_timezone,date_local_tz
2016-01-01 17:40:24-08:00,Stoner Duck Nut Brown Hemp Ale,Brown Ale - American,Venice Duck Brewery,"Venice, CA United States",Micro Brewery,2.0,3.52,3.5,5.6,28.0,1251.0,6242.0,On the Waterfront Cafe,"Bar, Beer Garden, Café","205 Ocean Front Walk Venice, CA",33.995,-118.481,,262905092,https://untappd.com/b/venice-duck-brewery-stoner-duck-nut-brown-hemp-ale/707182,https://untappd.com/w/venice-duck-brewery/48306,https://untappd.com/v/on-the-waterfront-cafe/65390,33.9850469,-118.4694832,America/Los_Angeles,2016-01-01 17:40:24-08:00
2016-01-01 17:39:18-08:00,König Pilsener,Pilsner - German,König Brauerei,Germany,Macro Brewery,4.0,3.14,3.13,4.9,,29383.0,29856.0,Erdinger Weissbrau,American Restaurant,"Los Angeles, CA",33.995,-118.481,,262904658,https://untappd.com/b/konig-brauerei-konig-pilsener/7521,https://untappd.com/w/konig-brauerei/106179,https://untappd.com/v/erdinger-weissbrau/1321661,51.165691,10.451526,America/Los_Angeles,2016-01-01 17:39:18-08:00
2016-01-01 11:04:54-08:00,Boatswain Chocolate Stout,Stout - American,Rhinelander Brewing Company,"Rhinelander, WI United States",Micro Brewery,2.5,3.29,3.07,5.4,66.0,15836.0,87377.0,Maison D'McGon,Home (private),"Santa Monica, CA",34.0035,-118.481,,262696127,https://untappd.com/b/rhinelander-brewing-company-boatswain-chocolate-stout/100833,https://untappd.com/w/rhinelander-brewing-company/7601,https://untappd.com/v/maison-dmcgon/4145739,45.6366228,-89.4120753,America/Los_Angeles,2016-01-01 11:04:54-08:00
2015-12-31 17:56:40-08:00,Traction IPA,IPA - American,Arts District Brewing,"Los Angeles, CA United States",Micro Brewery,3.75,3.84,3.57,7.8,,896.0,6685.0,Arts District Brewing,Brewery,"828 Traction Ave Los Angeles, CA",34.0446,-118.235,,262336978,https://untappd.com/b/arts-district-brewing-traction-ipa/1333261,https://untappd.com/w/arts-district-brewing/238744,https://untappd.com/v/arts-district-brewing/3991537,34.0522342,-118.2436849,America/Los_Angeles,2015-12-31 17:56:40-08:00
2015-12-31 17:56:34-08:00,Mateo,Golden Ale,Arts District Brewing,"Los Angeles, CA United States",Micro Brewery,4.0,3.3,3.57,4.9,,408.0,6685.0,Arts District Brewing,Brewery,"828 Traction Ave Los Angeles, CA",34.0446,-118.235,,262336466,https://untappd.com/b/arts-district-brewing-mateo/1334640,https://untappd.com/w/arts-district-brewing/238744,https://untappd.com/v/arts-district-brewing/3991537,34.0522342,-118.2436849,America/Los_Angeles,2015-12-31 17:56:34-08:00
2015-12-31 17:47:12-08:00,Tune In Tokyo,Pale Ale - American,Arts District Brewing,"Los Angeles, CA United States",Micro Brewery,3.75,3.57,3.57,6.2,,266.0,6685.0,Arts District Brewing,Brewery,"828 Traction Ave Los Angeles, CA",34.0446,-118.235,,262324785,https://untappd.com/b/arts-district-brewing-tune-in-tokyo/1356953,https://untappd.com/w/arts-district-brewing/238744,https://untappd.com/v/arts-district-brewing/3991537,34.0522342,-118.2436849,America/Los_Angeles,2015-12-31 17:47:12-08:00
2015-12-31 17:46:49-08:00,Bonzai Pale Ale,Pale Ale - American,Arts District Brewing,"Los Angeles, CA United States",Micro Brewery,3.5,3.49,3.57,6.1,,303.0,6685.0,Arts District Brewing,Brewery,"828 Traction Ave Los Angeles, CA",34.0446,-118.235,,262324268,https://untappd.com/b/arts-district-brewing-bonzai-pale-ale/1342509,https://untappd.com/w/arts-district-brewing/238744,https://untappd.com/v/arts-district-brewing/3991537,34.0522342,-118.2436849,America/Los_Angeles,2015-12-31 17:46:49-08:00
2015-12-31 17:15:49-08:00,Angel City Pilsner,Pilsner - Other,Angel City Brewery,"Los Angeles, CA United States",Micro Brewery,4.0,3.22,3.47,5.6,40.0,7899.0,69800.0,Angel City Brewery,Brewery,"216 S Alameda St Los Angeles, CA",34.0465,-118.238,,262286069,https://untappd.com/b/angel-city-brewery-angel-city-pilsner/508253,https://untappd.com/w/angel-city-brewery/4406,https://untappd.com/v/angel-city-brewery/48226,34.0522342,-118.2436849,America/Los_Angeles,2015-12-31 17:15:49-08:00
2015-12-31 17:01:58-08:00,Angel City LAger,Lager - Pale,Angel City Brewery,"Los Angeles, CA United States",Micro Brewery,1.75,3.49,3.47,4.8,25.0,732.0,69800.0,Angel City Brewery,Brewery,"216 S Alameda St Los Angeles, CA",34.0465,-118.238,,262268808,https://untappd.com/b/angel-city-brewery-angel-city-lager/1278833,https://untappd.com/w/angel-city-brewery/4406,https://untappd.com/v/angel-city-brewery/48226,34.0522342,-118.2436849,America/Los_Angeles,2015-12-31 17:01:58-08:00
2015-12-31 16:55:08-08:00,Marilyn,Lager - Pale,Angel City Brewery,"Los Angeles, CA United States",Micro Brewery,4.25,3.16,3.47,4.8,,1149.0,69800.0,Angel City Brewery,Brewery,"216 S Alameda St Los Angeles, CA",34.0465,-118.238,,262261073,https://untappd.com/b/angel-city-brewery-marilyn/813492,https://untappd.com/w/angel-city-brewery/4406,https://untappd.com/v/angel-city-brewery/48226,34.0522342,-118.2436849,America/Los_Angeles,2015-12-31 16:55:08-08:00
2015-12-31 16:49:27-08:00,Srirachelada Original,Chili Beer,Angel City Brewery,"Los Angeles, CA United States",Micro Brewery,2.75,3.22,3.47,4.1,,641.0,69800.0,Angel City Brewery,Brewery,"216 S Alameda St Los Angeles, CA",34.0465,-118.238,,262254432,https://untappd.com/b/angel-city-brewery-srirachelada-original/1157719,https://untappd.com/w/angel-city-brewery/4406,https://untappd.com/v/angel-city-brewery/48226,34.0522342,-118.2436849,America/Los_Angeles,2015-12-31 16:49:27-08:00
2015-12-31 16:47:42-08:00,Angel City IPA,IPA - American,Angel City Brewery,"Los Angeles, CA United States",Micro Brewery,3.5,3.56,3.47,6.1,65.0,23808.0,69800.0,Angel City Brewery,Brewery,"216 S Alameda St Los Angeles, CA",34.0465,-118.238,,262252391,https://untappd.com/b/angel-city-brewery-angel-city-ipa/176962,https://untappd.com/w/angel-city-brewery/4406,https://untappd.com/v/angel-city-brewery/48226,34.0522342,-118.2436849,America/Los_Angeles,2015-12-31 16:47:42-08:00
2015-12-31 16:38:04-08:00,Social IPA,IPA - Session / India Session Ale,Angel City Brewery,"Los Angeles, CA United States",Micro Brewery,3.0,3.49,3.47,4.4,55.0,3412.0,69800.0,Angel City Brewery,Brewery,"216 S Alameda St Los Angeles, CA",34.0465,-118.238,,262241659,https://untappd.com/b/angel-city-brewery-social-ipa/815933,https://untappd.com/w/angel-city-brewery/4406,https://untappd.com/v/angel-city-brewery/48226,34.0522342,-118.2436849,America/Los_Angeles,2015-12-31 16:38:04-08:00
2015-12-31 14:46:02-08:00,Hoppy Poppy IPA,IPA - American,Figueroa Mountain Brewing Co.,"Buellton, CA United States",Micro Brewery,3.5,3.7,3.72,6.5,60.0,19768.0,100045.0,Eat.Drink.Americano,"American Restaurant, Bar","923 E 3rd St Los Angeles, CA",34.0461,-118.234,,262131347,https://untappd.com/b/figueroa-mountain-brewing-co-hoppy-poppy-ipa/32294,https://untappd.com/w/figueroa-mountain-brewing-co/5800,https://untappd.com/v/eatdrinkamericano/279857,34.613597,-120.1926505,America/Los_Angeles,2015-12-31 14:46:02-08:00
2015-12-30 18:51:11-08:00,Jacaranda,Rye Beer / Rye IPA,Claremont Craft Ales,"Claremont, CA United States",Micro Brewery,3.5,3.72,3.71,6.7,60.0,3749.0,21550.0,Heroes & Legends Bar & Grill,"Pub, Bar","131 Yale Ave Claremont, CA",34.0953,-117.718,,261785282,https://untappd.com/b/claremont-craft-ales-jacaranda/208668,https://untappd.com/w/claremont-craft-ales/35865,https://untappd.com/v/heroes-and-legends-bar-and-grill/6213,34.0966764,-117.7197785,America/Los_Angeles,2015-12-30 18:51:11-08:00
2015-12-28 21:14:21-08:00,Classic Pilsner,Pilsner - Other,Old Bisbee Brewing Company,"Bisbee, AZ United States",Micro Brewery,3.25,3.26,3.47,5.2,,556.0,4255.0,St. Elmo's Bar,Dive Bar,"36 Brewery Ave. Bisbee, AZ",31.4431,-109.914,,261076846,https://untappd.com/b/old-bisbee-brewing-company-classic-pilsner/230758,https://untappd.com/w/old-bisbee-brewing-company/12646,https://untappd.com/v/st-elmos-bar/466627,31.4481547,-109.9284084,America/Phoenix,2015-12-28 22:14:21-07:00
2015-12-28 18:26:03-08:00,Salut!,Wheat Wine,Old Bisbee Brewing Company,"Bisbee, AZ United States",Micro Brewery,3.5,3.44,3.47,4.9,,380.0,4255.0,Old Bisbee Brewing Company,Brewery,"200 Review Alley Bisbee, AZ",31.4429,-109.914,,261017630,https://untappd.com/b/old-bisbee-brewing-company-salut/374253,https://untappd.com/w/old-bisbee-brewing-company/12646,https://untappd.com/v/old-bisbee-brewing-company/98447,31.4481547,-109.9284084,America/Phoenix,2015-12-28 19:26:03-07:00
2015-12-28 18:25:08-08:00,Double Hopped IPA,IPA - American,Old Bisbee Brewing Company,"Bisbee, AZ United States",Micro Brewery,4.0,3.51,3.47,6.5,78.0,707.0,4255.0,Old Bisbee Brewing Company,Brewery,"200 Review Alley Bisbee, AZ",31.4429,-109.914,,261017170,https://untappd.com/b/old-bisbee-brewing-company-double-hopped-ipa/81418,https://untappd.com/w/old-bisbee-brewing-company/12646,https://untappd.com/v/old-bisbee-brewing-company/98447,31.4481547,-109.9284084,America/Phoenix,2015-12-28 19:25:08-07:00
2015-12-28 18:23:27-08:00,Indigenous Holy Grail IPA,IPA - American,Old Bisbee Brewing Company,"Bisbee, AZ United States",Micro Brewery,4.0,3.58,3.47,7.3,89.0,445.0,4255.0,Old Bisbee Brewing Company,Brewery,"200 Review Alley Bisbee, AZ",31.4429,-109.914,,261016448,https://untappd.com/b/old-bisbee-brewing-company-indigenous-holy-grail-ipa/1011835,https://untappd.com/w/old-bisbee-brewing-company/12646,https://untappd.com/v/old-bisbee-brewing-company/98447,31.4481547,-109.9284084,America/Phoenix,2015-12-28 19:23:27-07:00
2015-12-28 16:01:17-08:00,Copper City Ale,Brown Ale - American,Old Bisbee Brewing Company,"Bisbee, AZ United States",Micro Brewery,2.75,3.54,3.47,5.0,,592.0,4255.0,Contessa's Cantina,Mexican Restaurant,"Bisbee, AZ",31.4429,-109.92,,260940577,https://untappd.com/b/old-bisbee-brewing-company-copper-city-ale/57032,https://untappd.com/w/old-bisbee-brewing-company/12646,https://untappd.com/v/contessas-cantina/2503034,31.4481547,-109.9284084,America/Phoenix,2015-12-28 17:01:17-07:00
2015-12-28 15:59:42-08:00,Electric Beer,Lager - Pale,Dave's Electric Brewpub,"Bisbee, AZ United States",Micro Brewery,4.0,3.27,3.09,5.0,,99.0,587.0,Contessa's Cantina,Mexican Restaurant,"Bisbee, AZ",31.4429,-109.92,,260940031,https://untappd.com/b/dave-s-electric-brewpub-electric-beer/206090,https://untappd.com/w/daves-electric-brewpub/2867,https://untappd.com/v/contessas-cantina/2503034,31.4481547,-109.9284084,America/Phoenix,2015-12-28 16:59:42-07:00
2015-12-28 12:46:48-08:00,Big Nose Kate Special Reserve Pilsner,Pilsner - Other,Old Bisbee Brewing Company,"Bisbee, AZ United States",Micro Brewery,4.0,3.52,3.47,5.6,,108.0,4255.0,Big Nose Kate's Saloon,"American Restaurant, Bar","417 East Allen Street Tombstone, AZ",31.7125,-110.067,,260855333,https://untappd.com/b/old-bisbee-brewing-company-big-nose-kate-special-reserve-pilsner/833251,https://untappd.com/w/old-bisbee-brewing-company/12646,https://untappd.com/v/big-nose-kates-saloon/122829,31.4481547,-109.9284084,America/Phoenix,2015-12-28 13:46:48-07:00
2015-12-27 20:18:19-08:00,Stone IPA,IPA - American,Stone Brewing,"Escondido, CA United States",Micro Brewery,4.5,3.84,3.93,6.9,77.0,454557.0,5030000.0,Cave of the Boeing Patriarch,Home (private),"Chandler, AZ",33.311,-111.899,,260732077,https://untappd.com/b/stone-brewing-stone-ipa/821,https://untappd.com/w/stone-brewing/1204,https://untappd.com/v/cave-boeing-patriarch/646754,33.1192068,-117.086421,America/Phoenix,2015-12-27 21:18:19-07:00
2015-12-27 20:17:31-08:00,Hop Stoopid (2015),IPA - Imperial / Double,Lagunitas Brewing Company,"Petaluma, CA United States",Micro Brewery,4.25,4.01,3.86,8.0,102.0,12975.0,3970000.0,Cave of the Boeing Patriarch,Home (private),"Chandler, AZ",33.311,-111.899,,260731977,https://untappd.com/b/lagunitas-brewing-company-hop-stoopid-2015/960338,https://untappd.com/w/lagunitas-brewing-company/765,https://untappd.com/v/cave-boeing-patriarch/646754,38.232417,-122.6366524,America/Phoenix,2015-12-27 21:17:31-07:00
2015-12-27 19:34:54-08:00,Sapporo Reserve,Lager - Japanese Rice,Sapporo Breweries,"Shibuya-ku, Tokyo Japan",Macro Brewery,3.25,3.11,3.12,5.0,,8998.0,303921.0,Cave of the Boeing Patriarch,Home (private),"Chandler, AZ",33.311,-111.899,,260718955,https://untappd.com/b/sapporo-breweries-sapporo-reserve/10570,https://untappd.com/w/sapporo-breweries/4779,https://untappd.com/v/cave-boeing-patriarch/646754,35.6617773,139.7040506,America/Phoenix,2015-12-27 20:34:54-07:00
2015-12-26 22:03:33-08:00,Raj IPA,IPA - English,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,4.0,3.58,3.65,6.9,55.0,11764.0,212824.0,Four Peaks Brewing Company,"Brewery, Bar, American Restaurant","1340 E 8th St Tempe, AZ",33.4195,-111.916,,260316512,https://untappd.com/b/four-peaks-brewing-company-raj-ipa/12992,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/four-peaks-brewing-company/2321,33.4255104,-111.9400054,America/Phoenix,2015-12-26 23:03:33-07:00
2015-12-26 20:14:12-08:00,Raj IPA,IPA - English,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,4.0,3.58,3.65,6.9,55.0,11764.0,212824.0,Four Peaks Brewing Company,"Brewery, Bar, American Restaurant","1340 E 8th St Tempe, AZ",33.4195,-111.916,,260274558,https://untappd.com/b/four-peaks-brewing-company-raj-ipa/12992,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/four-peaks-brewing-company/2321,33.4255104,-111.9400054,America/Phoenix,2015-12-26 21:14:12-07:00
2015-12-26 19:17:30-08:00,Hop Knot,IPA - American,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,5.0,3.76,3.65,6.8,47.0,39457.0,212824.0,Four Peaks Brewing Company,"Brewery, Bar, American Restaurant","1340 E 8th St Tempe, AZ",33.4195,-111.916,,260239004,https://untappd.com/b/four-peaks-brewing-company-hop-knot/4057,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/four-peaks-brewing-company/2321,33.4255104,-111.9400054,America/Phoenix,2015-12-26 20:17:30-07:00
2015-12-26 18:24:05-08:00,White Ale,Witbier,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,2.75,3.56,3.65,5.4,10.0,3388.0,212824.0,Four Peaks Brewing Company,"Brewery, Bar, American Restaurant","1340 E 8th St Tempe, AZ",33.4195,-111.916,,260198476,https://untappd.com/b/four-peaks-brewing-company-white-ale/1155227,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/four-peaks-brewing-company/2321,33.4255104,-111.9400054,America/Phoenix,2015-12-26 19:24:05-07:00
2015-12-26 17:14:01-08:00,Raj IPA,IPA - English,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,4.0,3.58,3.65,6.9,55.0,11764.0,212824.0,Casey Moore's Oyster House,"Bar, Seafood Restaurant, Pub","850 S Ash Ave Tempe, AZ",33.4208,-111.943,,260138221,https://untappd.com/b/four-peaks-brewing-company-raj-ipa/12992,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/casey-moores-oyster-house/2806,33.4255104,-111.9400054,America/Phoenix,2015-12-26 18:14:01-07:00
2015-12-24 18:21:17-08:00,Knotty Pine Pale Ale,Pale Ale - American,LumberYard Brewing Company,"Flagstaff, AZ United States",Micro Brewery,4.0,3.57,3.56,5.5,40.0,5685.0,39408.0,Rosemary's Friendly Tavern,Home (private),"Tempe, AZ",33.375,-111.899,,259130212,https://untappd.com/b/lumberyard-brewing-company-knotty-pine-pale-ale/549085,https://untappd.com/w/lumberyard-brewing-company/3208,https://untappd.com/v/rosemarys-friendly-tavern/520577,35.1982836,-111.651302,America/Phoenix,2015-12-24 19:21:17-07:00
2015-12-24 17:32:57-08:00,Wassail,Winter Ale,Full Sail Brewing Company,"Hood River, OR United States",Micro Brewery,3.5,3.43,3.48,7.2,56.0,18273.0,315656.0,Rosemary's Friendly Tavern,Home (private),"Tempe, AZ",33.375,-111.899,,259097931,https://untappd.com/b/full-sail-brewing-company-wassail/3357,https://untappd.com/w/full-sail-brewing-company/2531,https://untappd.com/v/rosemarys-friendly-tavern/520577,45.7053966,-121.5214623,America/Phoenix,2015-12-24 18:32:57-07:00
2015-12-24 15:50:37-08:00,Sunset Amber Ale,Red Ale - American Amber / Red,Grand Canyon Brewing Company,"Williams, AZ United States",Micro Brewery,3.0,3.33,3.4,5.0,25.0,7121.0,34802.0,Rosemary's Friendly Tavern,Home (private),"Tempe, AZ",33.375,-111.899,,259025771,https://untappd.com/b/grand-canyon-brewing-company-sunset-amber-ale/40704,https://untappd.com/w/grand-canyon-brewing-company/1982,https://untappd.com/v/rosemarys-friendly-tavern/520577,35.2494566,-112.1910031,America/Phoenix,2015-12-24 16:50:37-07:00
2015-12-23 23:29:19-08:00,Pilsner Urquell,Pilsner - Czech,Plzeňský Prazdroj,Czech Republic,Macro Brewery,3.0,3.34,3.32,4.4,40.0,209047.0,255028.0,Val Vista Lakes Boat Ride,Boat or Ferry,"Gilbert, AZ",33.3732,-111.752,,258745628,https://untappd.com/b/plzensky-prazdroj-pilsner-urquell/37936,https://untappd.com/w/plzensky-prazdroj/1459,https://untappd.com/v/val-vista-lakes-boat-ride/4071581,49.817492,15.472962,America/Phoenix,2015-12-24 00:29:19-07:00
2015-12-23 21:47:05-08:00,Modus Hoperandi,IPA - American,Ska Brewing,"Durango, CO United States",Micro Brewery,3.5,3.83,3.67,6.8,70.0,139156.0,369564.0,Val Vista Lakes Boat Ride,Boat or Ferry,"Gilbert, AZ",33.3732,-111.752,,258731515,https://untappd.com/b/ska-brewing-modus-hoperandi/5729,https://untappd.com/w/ska-brewing/1150,https://untappd.com/v/val-vista-lakes-boat-ride/4071581,37.27528,-107.8800667,America/Phoenix,2015-12-23 22:47:05-07:00
2015-12-23 17:02:34-08:00,Jolly Folly IPA,IPA - American,Green Flash Brewing Company,"San Diego, CA United States",Micro Brewery,4.0,3.87,3.8,7.7,71.0,3469.0,1600000.0,The Pig's Meow,"Beer Garden, Wine Bar, Arcade, Shopping Mall","3730 E Indian School Rd Phoenix, AZ",33.4956,-112.001,,258583343,https://untappd.com/b/green-flash-brewing-company-jolly-folly-ipa/1321111,https://untappd.com/w/green-flash-brewing-company/609,https://untappd.com/v/the-pigs-meow/2176124,32.715738,-117.1610838,America/Phoenix,2015-12-23 18:02:34-07:00
2015-12-23 14:17:17-08:00,Uncommon Good IPA,IPA - Session / India Session Ale,The Perch Pub & Brewery,"Chandler, AZ United States",Brew Pub,3.75,3.7,3.63,4.9,55.0,240.0,13062.0,The Perch Pub & Brewery,"Brewery, Pub","232 S Wall St Chandler, AZ",33.3001,-111.842,,258480866,https://untappd.com/b/the-perch-pub-and-brewery-uncommon-good-ipa/1142326,https://untappd.com/w/the-perch-pub-brewery/137481,https://untappd.com/v/the-perch-pub-and-brewery/1143198,33.3061605,-111.8412502,America/Phoenix,2015-12-23 15:17:17-07:00
2015-12-23 14:15:44-08:00,Born Yesterday Pale Ale (2015),Pale Ale - American,Lagunitas Brewing Company,"Petaluma, CA United States",Micro Brewery,4.25,4.14,3.86,6.5,75.0,30299.0,3970000.0,The Perch Pub & Brewery,"Brewery, Pub","232 S Wall St Chandler, AZ",33.3001,-111.842,,258480133,https://untappd.com/b/lagunitas-brewing-company-born-yesterday-pale-ale-2015/1289790,https://untappd.com/w/lagunitas-brewing-company/765,https://untappd.com/v/the-perch-pub-and-brewery/1143198,38.232417,-122.6366524,America/Phoenix,2015-12-23 15:15:44-07:00
2015-12-23 13:33:24-08:00,Sage Thyme English Pale,Pale Ale - English,The Perch Pub & Brewery,"Chandler, AZ United States",Brew Pub,3.25,3.49,3.63,5.3,32.0,275.0,13062.0,The Perch Pub & Brewery,"Brewery, Pub","232 S Wall St Chandler, AZ",33.3001,-111.842,,258459332,https://untappd.com/b/the-perch-pub-and-brewery-sage-thyme-english-pale/856144,https://untappd.com/w/the-perch-pub-brewery/137481,https://untappd.com/v/the-perch-pub-and-brewery/1143198,33.3061605,-111.8412502,America/Phoenix,2015-12-23 14:33:24-07:00
2015-12-23 13:32:36-08:00,Rooftop Rosemary IPA,Herbed / Spiced Beer,The Perch Pub & Brewery,"Chandler, AZ United States",Brew Pub,3.75,3.55,3.63,7.0,,960.0,13062.0,The Perch Pub & Brewery,"Brewery, Pub","232 S Wall St Chandler, AZ",33.3001,-111.842,,258459113,https://untappd.com/b/the-perch-pub-and-brewery-rooftop-rosemary-ipa/721097,https://untappd.com/w/the-perch-pub-brewery/137481,https://untappd.com/v/the-perch-pub-and-brewery/1143198,33.3061605,-111.8412502,America/Phoenix,2015-12-23 14:32:36-07:00
2015-12-22 22:01:59-08:00,Double Knot,IPA - Imperial / Double,Four Peaks Brewing Company,"Tempe, AZ United States",Micro Brewery,4.0,4.12,3.65,9.2,,2272.0,212824.0,The Handlebar & Grill,"Beer Garden, Bar, American Restaurant","680 S Mill Ave Tempe, AZ",33.4236,-111.94,,258325445,https://untappd.com/b/four-peaks-brewing-company-double-knot/207965,https://untappd.com/w/four-peaks-brewing-company/4799,https://untappd.com/v/the-handlebar-and-grill/402128,33.4255104,-111.9400054,America/Phoenix,2015-12-22 23:01:59-07:00
2015-12-22 14:18:05-08:00,Roadside American Ale,Pale Ale - American,Mother Road Brewing Company,"Flagstaff, AZ United States",Micro Brewery,4.0,3.46,3.71,5.0,27.0,2926.0,31071.0,Cheba Hut,Sandwich Place,"1710 W Southern Ave Mesa, AZ",33.3935,-111.868,,258130061,https://untappd.com/b/mother-road-brewing-company-roadside-american-ale/89361,https://untappd.com/w/mother-road-brewing-company/17421,https://untappd.com/v/cheba-hut/764709,35.1982836,-111.651302,America/Phoenix,2015-12-22 15:18:05-07:00
2015-12-21 11:29:10-08:00,Pub Ale,English Bitter,Pedal Haus Brewery,"Tempe, AZ United States",Brew Pub,4.5,3.44,3.69,4.1,28.0,215.0,4797.0,Pedal Haus Brewery,"Brewery, Gastropub","730 S Mill Ave, H-102 Tempe, AZ",33.4234,-111.941,,257809731,https://untappd.com/b/pedal-haus-brewery-pub-ale/1293456,https://untappd.com/w/pedal-haus-brewery/233009,https://untappd.com/v/pedal-haus-brewery/3601922,33.4255104,-111.9400054,America/Phoenix,2015-12-21 12:29:10-07:00
2015-12-20 14:52:51-08:00,Sunspot Gold,Golden Ale,SanTan Brewing Company,"Chandler, AZ United States",Micro Brewery,3.5,3.34,3.57,5.1,15.0,3859.0,167526.0,SanTan Brewing Company,"Brewery, American Restaurant, Bar","8 S San Marcos Pl Chandler, AZ",33.303,-111.842,,257602581,https://untappd.com/b/santan-brewing-company-sunspot-gold/25641,https://untappd.com/w/santan-brewing-company/2512,https://untappd.com/v/santan-brewing-company/4199,33.3061605,-111.8412502,America/Phoenix,2015-12-20 15:52:51-07:00
2015-12-20 14:51:28-08:00,MoonJuice,IPA - American,SanTan Brewing Company,"Chandler, AZ United States",Micro Brewery,4.5,3.75,3.57,7.3,65.0,10148.0,167526.0,SanTan Brewing Company,"Brewery, American Restaurant, Bar","8 S San Marcos Pl Chandler, AZ",33.303,-111.842,,257601828,https://untappd.com/b/santan-brewing-company-moonjuice/51053,https://untappd.com/w/santan-brewing-company/2512,https://untappd.com/v/santan-brewing-company/4199,33.3061605,-111.8412502,America/Phoenix,2015-12-20 15:51:28-07:00
2015-12-19 19:25:51-08:00,30th Street Pale Ale,Pale Ale - American,Green Flash Brewing Company,"San Diego, CA United States",Micro Brewery,5.0,3.64,3.8,6.0,45.0,40981.0,1600000.0,Cave of the Boeing Patriarch,Home (private),"Chandler, AZ",33.311,-111.899,,257303633,https://untappd.com/b/green-flash-brewing-company-30th-street-pale-ale/6308,https://untappd.com/w/green-flash-brewing-company/609,https://untappd.com/v/cave-boeing-patriarch/646754,32.715738,-117.1610838,America/Phoenix,2015-12-19 20:25:51-07:00
2015-12-16 20:29:29-08:00,30th Street Pale Ale,Pale Ale - American,Green Flash Brewing Company,"San Diego, CA United States",Micro Brewery,5.0,3.64,3.8,6.0,45.0,40981.0,1600000.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,,256096232,https://untappd.com/b/green-flash-brewing-company-30th-street-pale-ale/6308,https://untappd.com/w/green-flash-brewing-company/609,https://untappd.com/v/boeing-manor/509841,32.715738,-117.1610838,America/Los_Angeles,2015-12-16 20:29:29-08:00
2015-12-12 20:50:05-08:00,Olympia Beer,Lager - North American Adjunct,Pabst Brewing Company,"Woodridge, IL United States",Macro Brewery,1.5,2.63,2.78,4.73,,14486.0,1190000.0,The Avenue,"Dive Bar, Bar","4822 Telegraph Ave Oakland, CA",37.835,-122.263,,255091925,https://untappd.com/b/pabst-brewing-company-olympia-beer/13298,https://untappd.com/w/pabst-brewing-company/963,https://untappd.com/v/the-avenue/180840,41.7469749,-88.0503406,America/Los_Angeles,2015-12-12 20:50:05-08:00
2015-12-12 18:03:15-08:00,Saint Thomas,IPA - American,Fieldwork Brewing Company,"Berkeley, CA United States",Micro Brewery,4.75,3.94,3.9,6.7,,1613.0,91283.0,KronnerBurger,Burger Joint,"4063 Piedmont Ave Oakland, CA",37.8264,-122.253,,254979062,https://untappd.com/b/fieldwork-brewing-company-saint-thomas/1172964,https://untappd.com/w/fieldwork-brewing-company/184717,https://untappd.com/v/kronnerburger/2881035,37.8715926,-122.272747,America/Los_Angeles,2015-12-12 18:03:15-08:00
2015-12-03 21:44:27-08:00,30th Street Pale Ale,Pale Ale - American,Green Flash Brewing Company,"San Diego, CA United States",Micro Brewery,5.0,3.64,3.8,6.0,45.0,40981.0,1600000.0,Boeing Manor,Home (private),"Berkeley, CA",37.8605,-122.271,,251805869,https://untappd.com/b/green-flash-brewing-company-30th-street-pale-ale/6308,https://untappd.com/w/green-flash-brewing-company/609,https://untappd.com/v/boeing-manor/509841,32.715738,-117.1610838,America/Los_Angeles,2015-12-03 21:44:27-08:00
2015-12-02 21:19:04-08:00,Death & Taxes,Lager - Black,Moonlight Brewing Company,"Santa Rosa, CA United States",Micro Brewery,2.0,3.86,3.71,5.0,,10229.0,28921.0,Club Mallard,Bar,"752 San Pablo Ave Albany, CA",37.8924,-122.3,,251536503,https://untappd.com/b/moonlight-brewing-company-death-and-taxes/33231,https://untappd.com/w/moonlight-brewing-company/883,https://untappd.com/v/club-mallard/156002,38.440429,-122.7140548,America/Los_Angeles,2015-12-02 21:19:04-08:00
